Date,Open,High,Low,Close,Adj Close,Volume
2019-10-01,168.00999450683594,168.22999572753906,163.63999938964844,165.14999389648438,165.14999389648438,14155500
2019-10-02,162.82000732421875,166.8800048828125,161.89999389648438,165.77000427246094,165.77000427246094,11526500
2019-10-03,166.64999389648438,170.17999267578125,165.0,169.47999572753906,169.47999572753906,10305000
2019-10-04,169.60000610351562,170.6999969482422,167.55999755859375,170.33999633789062,170.33999633789062,8715200
2019-10-07,168.8300018310547,172.3000030517578,167.2100067138672,168.32000732421875,168.32000732421875,11993000
2019-10-08,164.3000030517578,165.22000122070312,161.67999267578125,161.92999267578125,161.92999267578125,15833100
2019-10-09,165.5,166.5800018310547,163.4199981689453,165.19000244140625,165.19000244140625,10943100
2019-10-10,165.9600067138672,168.57000732421875,164.08999633789062,166.07000732421875,166.07000732421875,11462400
2019-10-11,170.77000427246094,174.8800048828125,169.57000732421875,172.94000244140625,172.94000244140625,19247400
2019-10-14,172.83999633789062,173.33999633789062,170.7899932861328,171.16000366210938,171.16000366210938,7667600
2019-10-15,172.91000366210938,176.75,172.69000244140625,175.2899932861328,175.2899932861328,13753000
2019-10-16,175.8000030517578,177.35000610351562,174.1199951171875,177.1199951171875,177.1199951171875,10858700
2019-10-17,178.0,178.58999633789062,175.22999572753906,176.85000610351562,176.85000610351562,8020600
2019-10-18,176.0,176.22999572753906,169.0,169.1300048828125,169.1300048828125,14575700
2019-10-21,172.63999938964844,173.91000366210938,170.8699951171875,173.52000427246094,173.52000427246094,8970800
2019-10-22,174.52999877929688,175.36000061035156,169.25999450683594,169.88999938964844,169.88999938964844,10867100
2019-10-23,170.4499969482422,171.0399932861328,168.1199951171875,169.9199981689453,169.9199981689453,8853700
2019-10-24,171.27999877929688,172.75,170.2100067138672,172.5500030517578,172.5500030517578,7397700
2019-10-25,171.55999755859375,175.80999755859375,170.8800048828125,174.30999755859375,174.30999755859375,9891800
2019-10-28,176.5,179.63999938964844,176.41000366210938,178.67999267578125,178.67999267578125,11739600
2019-10-29,177.05999755859375,177.74000549316406,175.44000244140625,176.88999938964844,176.88999938964844,8026400
2019-10-30,175.4199981689453,177.8800048828125,173.93600463867188,177.52999877929688,177.52999877929688,10213200
2019-10-31,179.16000366210938,179.24000549316406,175.5,176.6699981689453,176.6699981689453,15119000
2019-11-01,179.00999450683594,182.1199951171875,176.05999755859375,176.4600067138672,176.4600067138672,28924100
2019-11-04,180.66000366210938,182.39999389648438,178.02000427246094,179.69000244140625,179.69000244140625,44541200
2019-11-05,181.4199981689453,183.1999969482422,180.30999755859375,182.0,182.0,23690200
2019-11-06,183.61000061035156,185.0,182.1999969482422,184.16000366210938,184.16000366210938,14834900
2019-11-07,187.07000732421875,188.07000732421875,184.69000244140625,186.66000366210938,186.66000366210938,20162600
2019-11-08,187.90199279785156,188.27999877929688,185.14999389648438,187.16000366210938,187.16000366210938,19718100
2019-11-11,184.82000732421875,187.1999969482422,181.3699951171875,186.7100067138672,186.7100067138672,20561500
2019-11-12,185.91000366210938,187.64999389648438,185.13999938964844,186.97000122070312,186.97000122070312,11797600
2019-11-13,185.47000122070312,185.6739959716797,181.0,182.47999572753906,182.47999572753906,14977700
2019-11-14,182.8699951171875,184.5,181.3209991455078,182.8000030517578,182.8000030517578,12712800
2019-11-15,184.0,185.60000610351562,183.7100067138672,185.49000549316406,185.49000549316406,11296400
2019-11-18,186.97999572753906,186.97999572753906,184.16000366210938,184.61000061035156,184.61000061035156,11822900
2019-11-19,186.30999755859375,186.7100067138672,183.8699951171875,185.25,185.25,13407200
2019-11-20,183.6699981689453,183.6999969482422,181.05999755859375,182.35000610351562,182.35000610351562,16684600
2019-11-21,181.77000427246094,184.88999938964844,181.60000610351562,184.86000061035156,184.86000061035156,10254700
2019-11-22,185.8000030517578,186.77999877929688,183.93499755859375,186.77999877929688,186.77999877929688,10541000
2019-11-25,188.32000732421875,190.72000122070312,187.8800048828125,190.4499969482422,190.4499969482422,19157700
2019-11-26,190.38999938964844,195.0,189.0399932861328,194.6999969482422,194.6999969482422,51832300
2019-11-27,197.24000549316406,200.97999572753906,197.0,200.82000732421875,200.82000732421875,33040500
2019-11-29,199.80999755859375,200.42999267578125,198.35000610351562,200.0,200.0,18593100
2019-12-02,198.5800018310547,198.6699981689453,193.50999450683594,196.30999755859375,196.30999755859375,19357700
2019-12-03,190.97000122070312,195.0,189.85000610351562,194.89999389648438,194.89999389648438,18355300
2019-12-04,195.52999877929688,196.66000366210938,193.22999572753906,193.74000549316406,193.74000549316406,14849300
2019-12-05,196.92999267578125,200.94000244140625,196.42999267578125,200.0,200.0,22290200
2019-12-06,201.11000061035156,202.0,199.50999450683594,201.88999938964844,201.88999938964844,14087300
2019-12-09,200.32000732421875,203.42999267578125,198.5500030517578,198.74000549316406,198.74000549316406,14258100
2019-12-10,200.7100067138672,202.47999572753906,199.22999572753906,200.4499969482422,200.4499969482422,11623900
2019-12-11,201.10000610351562,204.8000030517578,200.72000122070312,204.63999938964844,204.63999938964844,11760000
2019-12-12,203.7100067138672,206.0,202.0,204.5,204.5,22448600
2019-12-13,205.75999450683594,207.10000610351562,203.77000427246094,204.91000366210938,204.91000366210938,19270400
2019-12-16,206.3300018310547,209.14999389648438,206.19000244140625,206.97000122070312,206.97000122070312,16734300
2019-12-17,208.69000244140625,208.8699951171875,206.82000732421875,208.17999267578125,208.17999267578125,11287600
2019-12-18,208.52999877929688,210.0500030517578,208.0399932861328,210.0,210.0,13481800
2019-12-19,209.61000061035156,211.3699951171875,209.22999572753906,210.1300048828125,210.1300048828125,12167300
2019-12-20,211.35000610351562,213.97999572753906,210.4199981689453,212.25,212.25,26670000
2019-12-23,213.25,215.0500030517578,212.91000366210938,214.8300018310547,214.8300018310547,12535000
2019-12-24,215.00999450683594,215.42999267578125,213.35000610351562,214.25999450683594,214.25999450683594,5523000
2019-12-26,214.64999389648438,216.99000549316406,214.3300018310547,216.3800048828125,216.3800048828125,6907100
2019-12-27,217.99000549316406,218.11000061035156,215.1699981689453,215.47000122070312,215.47000122070312,11674200
2019-12-30,215.77999877929688,215.77999877929688,211.75999450683594,212.91000366210938,212.91000366210938,8732600
2019-12-31,212.0,213.63999938964844,210.72999572753906,212.10000610351562,212.10000610351562,6773600
2020-01-02,216.60000610351562,219.97999572753906,216.5399932861328,219.77000427246094,219.77000427246094,15873500
2020-01-03,216.35000610351562,218.2030029296875,216.00999450683594,217.0,217.0,8604500
2020-01-06,214.88999938964844,217.16000366210938,214.08999633789062,216.63999938964844,216.63999938964844,11885500
2020-01-07,217.63999938964844,218.94000244140625,216.69000244140625,217.6300048828125,217.6300048828125,9388000
2020-01-08,216.60000610351562,220.64999389648438,216.32000732421875,218.0,218.0,11959100
2020-01-09,221.5,223.0800018310547,220.82000732421875,221.77999877929688,221.77999877929688,13122500
2020-01-10,223.89999389648438,225.9600067138672,222.06100463867188,223.8300018310547,223.8300018310547,12296000
2020-01-13,228.80999755859375,231.13999938964844,227.0399932861328,230.47999572753906,230.47999572753906,17544800
2020-01-14,230.0500030517578,230.1750030517578,224.8800048828125,226.49000549316406,226.49000549316406,17266900
2020-01-15,226.64999389648438,227.82000732421875,224.38999938964844,225.05999755859375,225.05999755859375,10743400
2020-01-16,226.3000030517578,226.3300018310547,222.72999572753906,223.94000244140625,223.94000244140625,13700500
2020-01-17,225.89999389648438,228.0,225.35000610351562,227.42999267578125,227.42999267578125,12956200
2020-01-21,222.4499969482422,222.60000610351562,220.72999572753906,222.25999450683594,222.25999450683594,15831100
2020-01-22,224.69000244140625,225.5800018310547,222.0,222.3699951171875,222.3699951171875,10059600
2020-01-23,217.92999267578125,220.1300048828125,216.77000427246094,219.1300048828125,219.1300048828125,18519900
2020-01-24,218.49000549316406,219.8300018310547,211.3249969482422,213.75,213.75,18143900
2020-01-27,201.22000122070312,208.02000427246094,199.5,205.47000122070312,205.47000122070312,24574700
2020-01-28,209.74000549316406,210.91000366210938,207.1699981689453,210.22999572753906,210.22999572753906,16196700
2020-01-29,212.55999755859375,213.97999572753906,209.52000427246094,212.02000427246094,212.02000427246094,12871900
2020-01-30,207.8800048828125,209.86000061035156,205.02999877929688,208.5800018310547,208.5800018310547,14376000
2020-01-31,206.5,207.92999267578125,204.72799682617188,206.58999633789062,206.58999633789062,18181400
2020-02-03,208.6699981689453,215.02000427246094,208.6699981689453,213.10000610351562,213.10000610351562,14118800
2020-02-04,221.35000610351562,224.3800048828125,220.49000549316406,222.8800048828125,222.8800048828125,16695100
2020-02-05,226.52000427246094,226.6999969482422,217.5399932861328,220.22000122070312,220.22000122070312,15766100
2020-02-06,223.1300048828125,223.64999389648438,219.77999877929688,220.89999389648438,220.89999389648438,10790800
2020-02-07,217.4600067138672,217.83999633789062,214.8800048828125,216.52999877929688,216.52999877929688,13790300
2020-02-10,213.5,215.77000427246094,212.1999969482422,215.77000427246094,215.77000427246094,17420300
2020-02-11,219.91000366210938,220.00999450683594,215.2899932861328,217.2100067138672,217.2100067138672,16073500
2020-02-12,221.1300048828125,225.52000427246094,220.2100067138672,224.30999755859375,224.30999755859375,18671900
2020-02-13,220.0,225.0,218.99000549316406,220.36000061035156,220.36000061035156,28069700
2020-02-14,221.10000610351562,221.63999938964844,218.22999572753906,219.6300048828125,219.6300048828125,10690000
2020-02-18,218.5500030517578,220.85000610351562,217.50999450683594,220.52000427246094,220.52000427246094,12987000
2020-02-19,221.52000427246094,223.55999755859375,220.75,222.13999938964844,222.13999938964844,10798100
2020-02-20,222.5,222.5,214.22000122070312,218.0399932861328,218.0399932861328,14950100
2020-02-21,217.5399932861328,217.60000610351562,211.55999755859375,212.58999633789062,212.58999633789062,17681200
2020-02-24,203.5500030517578,207.27999877929688,202.50999450683594,206.16000366210938,206.16000366210938,19380200
2020-02-25,208.50999450683594,209.9499969482422,204.10000610351562,205.61000061035156,205.61000061035156,18132400
2020-02-26,206.8000030517578,213.0800018310547,206.7899932861328,208.74000549316406,208.74000549316406,19482100
2020-02-27,205.00999450683594,209.97000122070312,201.86000061035156,205.02999877929688,205.02999877929688,22741200
2020-02-28,198.97999572753906,208.9199981689453,198.56100463867188,208.0,208.0,31251100
2020-03-02,208.58999633789062,211.11000061035156,203.75599670410156,210.97999572753906,210.97999572753906,21542200
2020-03-03,211.0800018310547,211.38999938964844,202.24000549316406,207.41000366210938,207.41000366210938,20813800
2020-03-04,209.49000549316406,212.6999969482422,208.85000610351562,211.9600067138672,211.9600067138672,12474400
2020-03-05,210.0,215.14999389648438,209.13999938964844,211.4600067138672,211.4600067138672,13462900
2020-03-06,206.6999969482422,207.0,201.10000610351562,204.63999938964844,204.63999938964844,21700500
2020-03-09,195.6199951171875,199.88999938964844,193.92999267578125,197.66000366210938,197.66000366210938,25502600
2020-03-10,205.52999877929688,207.4499969482422,200.8000030517578,206.38999938964844,206.38999938964844,19022600
2020-03-11,201.64999389648438,203.10000610351562,196.11000061035156,198.91000366210938,198.91000366210938,18908200
2020-03-12,186.5,190.48699951171875,183.92999267578125,185.10000610351562,185.10000610351562,30247100
2020-03-13,194.89999389648438,195.99000549316406,187.80999755859375,194.0,194.0,23650500
2020-03-16,176.14999389648438,188.0,174.5,178.85000610351562,178.85000610351562,26628500
2020-03-17,181.25999450683594,189.38999938964844,179.69000244140625,184.80999755859375,184.80999755859375,19276500
2020-03-18,176.0,182.41000366210938,170.0,180.0,180.0,22054200
2020-03-19,179.25999450683594,187.25,177.38999938964844,180.8800048828125,180.8800048828125,20905700
2020-03-20,187.74000549316406,188.3000030517578,180.0,181.3000030517578,181.3000030517578,21006100
2020-03-23,175.27000427246094,178.5,169.9499969482422,176.33999633789062,176.33999633789062,22554700
2020-03-24,183.08999633789062,188.8000030517578,181.17999267578125,185.75,185.75,20801500
2020-03-25,185.82000732421875,195.19000244140625,184.51499938964844,188.55999755859375,188.55999755859375,19605200
2020-03-26,188.63999938964844,196.32000732421875,187.60000610351562,195.32000732421875,195.32000732421875,15416800
2020-03-27,189.97000122070312,192.74000549316406,188.0,188.58999633789062,188.58999633789062,13376400
2020-03-30,187.47999572753906,191.47999572753906,187.00999450683594,191.27000427246094,191.27000427246094,12254400
2020-03-31,192.0,196.7899932861328,190.60000610351562,194.47999572753906,194.47999572753906,19084800
2020-04-01,189.5,192.8699951171875,185.0399932861328,187.55999755859375,187.55999755859375,17948600
2020-04-02,186.0800018310547,191.3000030517578,185.69200134277344,188.89999389648438,188.89999389648438,13412100
2020-04-03,190.1199951171875,190.5500030517578,185.41000366210938,187.11000061035156,187.11000061035156,9483100
2020-04-06,194.74000549316406,196.8800048828125,192.6999969482422,196.4499969482422,196.4499969482422,13248700
2020-04-07,200.0500030517578,201.4499969482422,197.0500030517578,198.0,198.0,14934500
2020-04-08,198.33999633789062,198.86000061035156,193.88400268554688,195.97999572753906,195.97999572753906,13608000
2020-04-09,198.64999389648438,200.35000610351562,193.39999389648438,196.3699951171875,196.3699951171875,17821300
2020-04-13,197.39999389648438,200.3249969482422,195.52999877929688,199.44000244140625,199.44000244140625,16117900
2020-04-14,204.9499969482422,207.97000122070312,204.25,204.77999877929688,204.77999877929688,16757100
2020-04-15,204.77000427246094,209.14999389648438,201.30999755859375,208.1699981689453,208.1699981689453,10768100
2020-04-16,210.52999877929688,213.25,209.1199951171875,212.66000366210938,212.66000366210938,16353800
2020-04-17,214.97999572753906,214.97999572753906,208.8509979248047,209.5,209.5,13558500
2020-04-20,209.8699951171875,216.10000610351562,209.36000061035156,212.1300048828125,212.1300048828125,19295400
2020-04-21,209.89999389648438,212.1300048828125,205.02999877929688,207.33999633789062,207.33999633789062,14107600
2020-04-22,212.0,212.0,209.2100067138672,209.9600067138672,209.9600067138672,13471100
2020-04-23,210.24000549316406,210.55999755859375,203.4600067138672,205.24000549316406,205.24000549316406,20424000
2020-04-24,205.88999938964844,206.5,202.82000732421875,204.36000061035156,204.36000061035156,14673900
2020-04-27,207.5500030517578,207.77999877929688,202.02999877929688,203.69000244140625,203.69000244140625,17286800
2020-04-28,204.80999755859375,205.19000244140625,199.40699768066406,201.14999389648438,201.14999389648438,17203800
2020-04-29,202.92999267578125,207.0800018310547,202.50999450683594,206.6999969482422,206.6999969482422,19117800
2020-04-30,206.25,206.6999969482422,199.2899932861328,202.6699981689453,202.6699981689453,20107400
2020-05-01,195.75,197.3800048828125,192.86000061035156,194.47999572753906,194.47999572753906,22276200
2020-05-04,194.75999450683594,195.0,189.52999877929688,191.14999389648438,191.14999389648438,25709400
2020-05-05,196.3800048828125,198.27000427246094,194.1999969482422,195.02000427246094,195.02000427246094,22957200
2020-05-06,197.6699981689453,198.91000366210938,194.92999267578125,195.1699981689453,195.1699981689453,18598900
2020-05-07,198.0,198.08999633789062,194.77999877929688,196.49000549316406,196.49000549316406,16164600
2020-05-08,199.8000030517578,203.02000427246094,198.67999267578125,201.19000244140625,201.19000244140625,23819700
2020-05-11,202.77999877929688,206.63999938964844,202.3800048828125,205.39999389648438,205.39999389648438,17920700
2020-05-12,206.9499969482422,208.0500030517578,200.02000427246094,200.30999755859375,200.30999755859375,17826800
2020-05-13,203.6199951171875,204.67999267578125,197.97999572753906,199.4600067138672,199.4600067138672,22429700
2020-05-14,195.5,201.77000427246094,194.02999877929688,201.3000030517578,201.3000030517578,20025900
2020-05-15,200.6999969482422,204.49000549316406,200.10000610351562,203.67999267578125,203.67999267578125,17209500
